component,explained_variance_ratio,cumulative_explained_variance_ratio
379,0.0001182703679901143,0.981867516466576
380,0.00011787927808428192,0.9819853957446603
381,0.00011747763200069613,0.9821028733766609
382,0.00011643047979282185,0.9822193038564537
383,0.00011617168259749399,0.9823354755390512
384,0.00011565556993394755,0.9824511311089852
385,0.00011478926649179777,0.982565920375477
386,0.00011450148755414295,0.9826804218630311
387,0.00011411027749487426,0.9827945321405259
388,0.0001130646833990887,0.982907596823925
389,0.00011277974078077633,0.9830203765647058
390,0.00011161400071810944,0.9831319905654239
391,0.00011152487786382783,0.9832435154432877
392,0.00011057255432427894,0.9833540879976119
393,0.00011012100641018838,0.9834642090040221
394,0.00010962185602459661,0.9835738308600467
395,0.00010888171261879899,0.9836827125726655
396,0.00010883593971359895,0.983791548512379
397,0.00010798766648211644,0.9838995361788612
398,0.00010708588481466988,0.9840066220636758
399,0.00010647874340745656,0.9841131008070833
400,0.00010551348937816355,0.9842186142964614
401,0.00010485644612734329,0.9843234707425887
402,0.00010462856296163051,0.9844280993055504
403,0.0001032700053463536,0.9845313693108968
404,0.0001028814338540228,0.9846342507447509
405,0.00010251841306378922,0.9847367691578146
406,0.00010195275753500631,0.9848387219153496
407,0.00010125443272511864,0.9849399763480747
408,0.0001008672340864437,0.9850408435821612
409,9.966842905011599e-05,0.9851405120112112
410,9.931179094221701e-05,0.9852398238021535
411,9.872902373629713e-05,0.9853385528258898
412,9.829743657953646e-05,0.9854368502624693
413,9.736805782781707e-05,0.9855342183202971
414,9.703024416989657e-05,0.9856312485644669
415,9.684193517072267e-05,0.9857280904996376
416,9.622420047020365e-05,0.9858243147001078
417,9.603450667890158e-05,0.9859203492067867
418,9.527180027160153e-05,0.9860156210070583
419,9.493326083219729e-05,0.9861105542678905
420,9.428415061721805e-05,0.9862048384185077
421,9.401030774742633e-05,0.9862988487262552
422,9.369282882487379e-05,0.98639254155508
423,9.279132320109604e-05,0.9864853328782811
424,9.271858349391957e-05,0.986578051461775
425,9.233366178127771e-05,0.9866703851235563
426,9.173287086044606e-05,0.9867621179944167
427,9.149969782182167e-05,0.9868536176922386
428,9.085421767288659e-05,0.9869444719099114
429,8.98379345150748e-05,0.9870343098444265
430,8.946093049059693e-05,0.9871237707749171
431,8.92395496765874e-05,0.9872130103245936
432,8.842024836200239e-05,0.9873014305729556
433,8.82400808446098e-05,0.9873896706538002
434,8.79715760317872e-05,0.987477642229832
435,8.68057996811505e-05,0.9875644480295132
436,8.628269618784583e-05,0.987650730725701
437,8.611597512293873e-05,0.987736846700824
438,8.571431181626756e-05,0.9878225610126402
439,8.518094919832306e-05,0.9879077419618385
440,8.465079658146318e-05,0.98799239275842
441,8.419267448570887e-05,0.9880765854329057
442,8.4092382200831e-05,0.9881606778151065
443,8.330874082065743e-05,0.9882439865559272
444,8.311148557923997e-05,0.9883270980415064
445,8.222688366586347e-05,0.9884093249251723
446,8.206813083619155e-05,0.9884913930560085
447,8.077437138978581e-05,0.9885721674273983
448,8.058189375345161e-05,0.9886527493211518
449,8.044978933015242e-05,0.988733199110482
450,8.015820493432816e-05,0.9888133573154163
451,7.917352714957851e-05,0.9888925308425659
452,7.880278122713861e-05,0.9889713336237931
453,7.830717251491888e-05,0.989049640796308
