component,explained_variance_ratio,cumulative_explained_variance_ratio
652,2.3279967619200584e-05,0.9982598499014708
653,2.3199964801649362e-05,0.9982830498662724
654,2.29126307962053e-05,0.9983059624970686
655,2.2745000326878176e-05,0.9983287074973954
656,2.2514533743661558e-05,0.9983512220311391
657,2.2376550295943278e-05,0.998373598581435
658,2.2111096982905334e-05,0.998395709678418
659,2.2027635792106e-05,0.99841773731421
660,2.173273478487381e-05,0.9984394700489949
661,2.1573953505673227e-05,0.9984610440025006
662,2.1352072907435024e-05,0.998482396075408
663,2.1341331111762213e-05,0.9985037374065198
664,2.110640857610398e-05,0.9985248438150959
665,2.0872839577755753e-05,0.9985457166546736
666,2.0756476090794642e-05,0.9985664731307644
667,2.0673835680982656e-05,0.9985871469664453
668,2.058991267387574e-05,0.9986077368791192
669,2.01294085261416e-05,0.9986278662876453
670,2.0116273604767137e-05,0.9986479825612501
671,1.9927840420413292e-05,0.9986679104016705
672,1.98532279313043e-05,0.9986877636296018
673,1.957186847501014e-05,0.9987073354980768
674,1.9521551885918345e-05,0.9987268570499627
675,1.9285816490959834e-05,0.9987461428664536
676,1.9142259656944638e-05,0.9987652851261105
677,1.9072179433542836e-05,0.998784357305544
678,1.8935155740420706e-05,0.9988032924612845
679,1.8741073551949032e-05,0.9988220335348365
680,1.8573838485214203e-05,0.9988406073733217
681,1.834022279211419e-05,0.9988589475961138
682,1.828931029937194e-05,0.9988772369064132
683,1.8131807643412387e-05,0.9988953687140566
684,1.80287080730613e-05,0.9989133974221297
685,1.7846611527055484e-05,0.9989312440336567
686,1.7624279139759443e-05,0.9989488683127965
687,1.747969079882185e-05,0.9989663480035953
688,1.7349711193244805e-05,0.9989836977147886
689,1.7193639294908396e-05,0.9990008913540834
690,1.6997407240409096e-05,0.9990178887613238
691,1.692308473608266e-05,0.9990348118460599
692,1.674472256731429e-05,0.9990515565686272
693,1.6522472226183503e-05,0.9990680790408534
694,1.645810770519746e-05,0.9990845371485586
695,1.6376333699207085e-05,0.9991009134822578
696,1.6215522310885416e-05,0.9991171290045687
697,1.5963443101653313e-05,0.9991330924476703
698,1.58279962844098e-05,0.9991489204439548
699,1.5706404426998816e-05,0.9991646268483818
700,1.549934842493104e-05,0.9991801261968067
701,1.545061394007013e-05,0.9991955768107468
702,1.536467840485905e-05,0.9992109414891517
703,1.5127017004115949e-05,0.9992260685061558
704,1.511236426668124e-05,0.9992411808704225
705,1.5025785204089312e-05,0.9992562066556265
706,1.492558557556799e-05,0.9992711322412021
707,1.4596505612711991e-05,0.9992857287468149
708,1.4420568838736301e-05,0.9993001493156536
709,1.4313816998596717e-05,0.9993144631326522
710,1.4159690505753e-05,0.9993286228231579
711,1.4015224662678718e-05,0.9993426380478206
712,1.393344664491651e-05,0.9993565714944656
713,1.3845537177774343e-05,0.9993704170316433
714,1.3742314650514187e-05,0.9993841593462939
715,1.3616720397408442e-05,0.9993977760666913
716,1.3555840235695126e-05,0.999411331906927
717,1.3256835884057283e-05,0.999424588742811
718,1.3180362536559757e-05,0.9994377691053477
719,1.3051808167228637e-05,0.9994508209135149
720,1.2720365245495253e-05,0.9994635412787604
721,1.2577650094642886e-05,0.999476118928855
722,1.2517433159367685e-05,0.9994886363620143
723,1.2480788232669808e-05,0.999501117150247
724,1.2348161053874926e-05,0.9995134653113009
725,1.2132273530191176e-05,0.9995255975848311
726,1.2111276354813634e-05,0.9995377088611859
727,1.1797745460141875e-05,0.999549506606646
728,1.1742083610836181e-05,0.9995612486902569
729,1.1612906581316306e-05,0.9995728615968382
730,1.1530450453540518e-05,0.9995843920472918
731,1.1341954094376984e-05,0.9995957340013861
732,1.1229344849993071e-05,0.9996069633462361
733,1.117223992537752e-05,0.9996181355861615
734,1.1054007554711732e-05,0.9996291895937163
735,1.0983766875643469e-05,0.999640173360592
736,1.0825292696825526e-05,0.9996509986532888
737,1.071371247658804e-05,0.9996617123657654
738,1.0555222672501643e-05,0.9996722675884379
739,1.0409293583781119e-05,0.9996826768820216
740,1.0249878990392142e-05,0.999692926761012
741,1.0175681976110978e-05,0.9997031024429881
742,1.0045164141759922e-05,0.9997131476071298
743,9.816222608082664e-06,0.9997229638297379
744,9.744028514619888e-06,0.9997327078582525
745,9.704745682747968e-06,0.9997424126039353
746,9.386148317373672e-06,0.9997517987522526
747,9.323235484151525e-06,0.9997611219877368
748,9.162891803925078e-06,0.9997702848795408
749,9.008483071696262e-06,0.9997792933626125
750,8.953575522815471e-06,0.9997882469381353
751,8.735077381968607e-06,0.9997969820155173
752,8.619515055509276e-06,0.9998056015305727
753,8.517070328485643e-06,0.9998141186009012
754,8.47518016635253e-06,0.9998225937810675
755,8.265432274567144e-06,0.9998308592133421
756,8.176020552168794e-06,0.9998390352338943
757,8.045499692242347e-06,0.9998470807335865
758,7.89748373868038e-06,0.9998549782173252
759,7.773649476862877e-06,0.9998627518668021
760,7.59323370261009e-06,0.9998703451005047
761,7.420437445862633e-06,0.9998777655379505
762,7.3116875824979544e-06,0.999885077225533
763,7.124409530834118e-06,0.9998922016350639
764,7.025432086475732e-06,0.9998992270671504
765,6.829558707445025e-06,0.9999060566258579
766,6.6779959818363595e-06,0.9999127346218397
767,6.563632045787022e-06,0.9999192982538855
768,6.488009319167651e-06,0.9999257862632046
769,6.243497006140476e-06,0.9999320297602108
770,6.057938840715405e-06,0.9999380876990515
771,5.878327390599851e-06,0.9999439660264421
772,5.749180119080358e-06,0.9999497152065612
773,5.636584788673411e-06,0.9999553517913499
774,5.560213053311557e-06,0.9999609120044032
775,5.350606522080362e-06,0.9999662626109252
776,4.981412531398031e-06,0.9999712440234566
777,4.815830669512851e-06,0.9999760598541261
778,4.5987682041158e-06,0.9999806586223302
779,4.520013033104952e-06,0.9999851786353633
780,4.295465956782588e-06,0.9999894741013201
781,4.083287393805785e-06,0.9999935573887139
782,3.3425905774760723e-06,0.9999968999792913
783,2.7842889013560364e-06,0.9999996842681926
784,3.157318058538661e-07,0.9999999999999984
